"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-11",,,,,,,,,"3.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-12",,,,,,,,,"3.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-13",,,,,,,,,"4.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-14",,,,,,,,,"6.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-15",,,,,,,,,"0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-16",,,,,,,,,"7.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-17",,,,,,,,,"26.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-18",,,,,,,,,"2.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-19",,,,,,,,,"4.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-20",,,,,,,,,"12.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-21",,,,,,,,,"1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-22",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-23",,,,,,,,,"13.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-24",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-25",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-26",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-27",,,,,,,,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-28",,,,,,,,,"1.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-29",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-30",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJBG0023","OAKLAND 0.9 SSE, NJ US","41.0191","-74.2334","149.4","2018-05-31",,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-01",,,,,,,,,"1.3",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"9.4",",,7","3.3",",,7","3.9",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-02",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"26.1",",,7","3.9",",,7","11.1",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-03",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"29.4",",,7","11.1",",,7","16.1",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-04",,,,,,,,,"3.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"30.6",",,7","15.6",",,7","19.4",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-05",,,,,,,,,"0.0","T,,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"28.3",",,7","15.0",",,7","15.0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-06",,,,,,,,,"0.8",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"23.9",",,7","13.9",",,7","13.9",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-07",,,,,,,,,"5.6",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"16.7",",,7","9.4",",,7","9.4",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-08",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"22.8",",,7","8.3",",,7","9.4",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-09",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"23.3",",,7","8.3",",,7","8.9",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-10",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"26.1",",,7","8.9",",,7","10.0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-11",,,,,,,,,"12.2",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"23.3",",,7","10.0",",,7","13.9",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-12",,,,,,,,,"3.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"22.2",",,7","8.9",",,7","10.0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-13",,,,,,,,,"5.1",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"12.8",",,7","9.4",",,7","10.6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-14",,,,,,,,,"5.8",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"11.7",",,7","10.0",",,7","11.1",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-15",,,,,,,,,"0.5",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"23.3",",,7","10.6",",,7","17.8",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-16",,,,,,,,,"17.3",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"30.6",",,7","15.0",",,7","16.1",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-17",,,,,,,,,"16.5",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"17.2",",,7","13.3",",,7","14.4",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-18",,,,,,,,,"1.8",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"22.8",",,7","14.4",",,7","16.1",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-19",,,,,,,,,"3.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"18.9",",,7","7.8",",,7","8.3",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-20",,,,,,,,,"15.2",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"14.4",",,7","7.8",",,7","13.9",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-21",,,,,,,,,"0.8",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"27.2",",,7","12.8",",,7","13.3",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-22",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"26.7",",,7","13.3",",,7","14.4",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-23",,,,,,,,,"16.8",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"19.4",",,7","13.3",",,7","16.1",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-24",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"26.1",",,7","15.0",",,7","15.6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-25",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"28.9",",,7","12.8",",,7","13.9",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-26",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"29.4",",,7","13.9",",,7","20.0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-27",,,,,,,,,"1.3",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"31.7",",,7","18.3",",,7","18.3",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-28",,,,,,,,,"4.1",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"18.3",",,7","12.2",",,7","13.3",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-29",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"21.7",",,7","12.8",",,7","19.4",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-30",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"32.8",",,7","18.9",",,7","19.4",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2018-05-31",,,,,,,,,"0.0",",,7,0700","0.0",",,7,0700","0.0",",,7,0700",,,"25.6",",,7","15.0",",,7","16.7",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-01",,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-04",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-06",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-07",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-08",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-09",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-10",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-11",,,,,,,,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-12",,,,,,,,,"4.1",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-13",,,,,,,,,"10.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-14",,,,,,,,,"19.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-15",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-16",,,,,,,,,"8.4",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-17",,,,,,,,,"28.2",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-18",,,,,,,,,"3.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-19",,,,,,,,,"3.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-20",,,,,,,,,"13.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-21",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-22",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-23",,,,,,,,,"14.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-24",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-25",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-26",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-27",,,,,,,,,"15.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-28",,,,,,,,,"20.6",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-29",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-30",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMD0043","WOODBRIDGE TWP 1.1 ESE, NJ US","40.5554","-74.274","4.0","2018-05-31",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-01",,,,,,,,,"0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-04",,,,,,,,,"1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-05",,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-08",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-09",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-11",,,,,,,,,"18.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-12",,,,,,,,,"3.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-13",,,,,,,,,"5.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-16",,,,,,,,,"10.7",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-17",,,,,,,,,"16.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-18",,,,,,,,,"1.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-19",,,,,,,,,"0.5",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-20",,,,,,,,,"16.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMS0069","CHATHAM TWP 2.0 NNW, NJ US","40.7535","-74.4428","81.4","2018-05-21",,,,,,,,,"1.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
